,0,1
1115,481.7,5.78
1116,481.7,5.9
1117,481.7,6.02
1118,481.7,6.14
1119,481.7,6.26
1120,481.7,6.38
1121,481.7,6.5
1122,481.7,6.62
1123,481.7,6.74
1124,481.7,6.86
1125,481.7,6.98
1126,481.7,7.1
1127,481.7,7.22
1128,481.7,7.34
1129,481.7,7.46
1130,481.7,7.58
1131,481.7,7.7
1132,481.7,7.82
1133,481.7,7.94
1134,481.7,8.06
1135,481.7,8.18
1136,481.7,8.3
1137,481.7,8.42
1138,481.7,8.54
1139,481.7,8.66
1140,481.7,8.78
1141,481.7,8.9
1142,481.7,9.02
1143,481.7,9.14
1144,481.7,9.26
1145,481.7,9.38
1146,481.7,9.5
1147,481.7,9.62
1148,481.7,9.74
1149,481.7,9.86
1150,481.7,9.98
1151,481.7,10.1
1152,481.7,10.22
1153,481.7,10.34
1154,481.7,10.46
1155,481.7,10.58
1156,481.7,10.7
1157,481.7,10.82
1158,481.7,10.94
1159,481.7,11.06
1160,481.7,11.18
1161,485.4,4.22
1162,485.4,4.34
1163,485.4,4.46
1164,485.4,4.58
1165,485.4,4.7
1166,485.4,4.82
1167,485.4,4.94
1168,485.4,5.06
1169,485.4,5.18
1170,485.4,5.3
1171,485.4,5.42
1172,485.4,5.54
1173,485.4,5.66
1174,485.4,5.78
1175,485.4,5.9
1176,485.4,6.02
1177,485.4,6.14
1178,485.4,6.26
1179,485.4,6.38
1180,485.4,6.5
1181,485.4,6.62
1182,485.4,6.74
1183,485.4,6.86
1184,485.4,6.98
1185,485.4,7.1
1186,485.4,7.22
1187,485.4,7.34
1188,485.4,7.46
1189,485.4,7.58
1190,485.4,7.7
1191,485.4,7.82
1192,485.4,7.94
1193,485.4,8.06
1194,485.4,8.18
1195,485.4,8.3
1196,485.4,8.42
1197,485.4,8.54
1198,485.4,8.66
1199,485.4,8.78
1200,485.4,8.9
1201,485.4,9.02
1202,485.4,9.14
1203,485.4,9.26
1204,485.4,9.38
1205,485.4,9.5
1206,485.4,9.62
1207,485.4,9.74
1208,485.4,9.86
1209,485.4,9.98
1210,485.4,10.1
1211,485.4,10.22
1212,485.4,10.34
1213,485.4,10.46
1214,485.4,10.58
