,Q_f_HPP [m^3/hr],P_f_RO [bar],RO_rr [%],q_f [m^3/hr],P_c [bar],S_c [mg/L],num_turbos [-],turbo_model [-],suction_pressure [bar],exhaust_pressure [bar],bypass_flowrate [m^3/hr],turbo_efficiency [%],valve_position [-],P_hpp_outlet [bar],hpp_efficiency [%,motor_efficiency [%],vfd_efficiency [%],sec_system [kWh/m^3],warning [-]
0,1061.8,47.46,23.6,4.117546057,46.75,49321,1,AT 7800,1.01,1.4,0,75.6,Closed,21.26,85.3,95.3,97,3.02,0
1,366.4,66.28,53.6,6.712796839,64.99,72998,1,AT 1500,1.01,1.4,0,65.9,Closed,46.84,79.4,94.1,97,3.27,0
2,1736.9,32.24,29.9,8.515380656,29.43,53108,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1830.3,39.39,32.9,12.0968585,33.92,55073,0,0,0,0,0,0,0,0,0,0,0,0,1
4,2223.3,34.66,39.7,12.53474632,29.27,60034,0,0,0,0,0,0,0,0,0,0,0,0,1
5,1043.7,34.29,29,4.789404371,33.39,52534,1,AT 7800,1.01,1.4,0,75.9,Closed,17.05,85.2,95.3,97,1.95,0
6,1306.5,52.2,27.2,4.779757063,51.28,51489,1,AT 7800,1.01,1.4,0,77.1,Closed,24.2,86.3,95.6,97,2.96,0
7,373,59.17,20.8,7.967042852,56.44,47834,0,0,0,0,0,0,0,0,0,0,0,0,1
8,218.4,67.29,28.5,9.786618101,63.53,52300,1,AT 1500,1.01,1.4,0,68.7,Closed,36.77,77.2,93.6,97,4.97,0
9,579,30.88,40.7,4.231380934,30.27,60801,1,LPT 2000,1.01,1.4,0,88.1,Closed,15.79,81.4,94.7,97,1.35,0
10,2062.7,30.25,24,4.497996033,29.42,49565,0,0,0,0,0,0,0,0,0,0,0,0,1
11,890.6,43.06,23.1,8.433717317,40.08,49035,0,0,0,0,0,0,0,0,0,0,0,0,1
12,1417.6,44.19,23.2,6.629422452,42.36,49127,0,0,0,0,0,0,0,0,0,0,0,0,1
13,769.2,36.94,30.6,11.03626049,32.27,53592,1,AT 6000,1.01,1.4,0,74.5,Closed,20.98,82.6,95,97,2.38,0
14,1822.8,28.99,56.2,13.83350607,23.7,75934,0,0,0,0,0,0,0,0,0,0,0,0,1
15,503.7,51.31,26.5,5.625517247,50.04,51074,1,AT 3250,1.01,1.4,0,72.9,Closed,25.25,80.8,94.5,97,3.43,0
16,1798.9,31.5,31.4,7.119029198,29.57,54049,0,0,0,0,0,0,0,0,0,0,0,0,1
17,564.9,51.37,42.5,3.511962779,50.96,62309,1,AT 3250,1.01,1.4,0,73,Closed,30.55,81.3,94.6,97,2.59,0
18,1674.2,60.33,39.7,10.14656659,56.79,60079,1,AT 7800,1.01,1.6,0,78.7,Closed,34.15,87.4,95.9,97,2.85,0
19,454.7,44.63,21.1,6.13812211,43.02,47946,0,0,0,0,0,0,0,0,0,0,0,0,1
20,307.9,50.92,36.3,9.899099091,47.41,57487,1,AT 1500,1.01,1.9,0,70,Closed,30.64,78.7,93.9,97,3.16,0
21,185.8,41.05,34.3,14.26833211,33.57,56023,1,AT 1500,1.01,1.4,0,68.3,Closed,26.61,76.5,93.4,97,2.99,0
22,1892.9,67.61,23.1,4.440998691,66.79,49128,0,0,0,0,0,0,0,0,0,0,0,0,1
23,1479.9,42.88,49.8,3.702835236,42.46,69014,1,AT 7800,1.01,1.4,0,75.2,Closed,27.38,86.8,95.7,97,1.82,0
24,484.7,30.61,40.5,5.361082442,29.63,60656,1,LPT 2000,1.01,1.4,0,76.8,Closed,17.71,80.6,94.5,97,1.55,0
25,984.1,37.44,35.1,7.566100049,35.36,56637,1,AT 6000,1.01,1.4,0,75.6,Closed,20.77,84.9,95.3,97,1.99,0
26,135.7,63.57,44.3,9.427358731,60.69,63938,1,AT 875,1.01,1.4,0,65.7,Closed,41.86,75.1,93,97,3.78,0
27,546.9,62.11,33.7,13.42852991,55.45,55715,1,AT 3250,1.01,1.4,0,73.3,Closed,35.85,81.2,94.6,97,3.86,0
28,644.6,40.51,34,5.308205992,39.47,55825,1,AT 4150,1.01,1.4,0,73.8,Closed,21.96,81.9,94.8,97,2.27,0
29,183.1,57.22,21,15.21155851,47.3,47883,1,AT 1500,1.01,1.4,0,67.4,Closed,32.76,76.4,93.4,97,6.07,0
30,1132,56.3,36.8,5.504269667,55.22,57894,1,AT 6000,1.01,1.4,0,76.4,Closed,30.33,85.6,95.4,97,2.79,0
31,1223.2,41.79,22.7,11.71911795,36.01,48800,0,0,0,0,0,0,0,0,0,0,0,0,1
32,1441.6,61.97,52.2,9.081980297,59.56,71534,0,0,0,0,0,0,0,0,0,0,0,0,1
33,326.2,40.59,53.5,4.031550715,40.12,72883,0,0,0,0,0,0,0,0,0,0,0,0,1
34,391,27.05,51.8,5.176048933,26.27,71029,1,LPT 2000,1.01,1.4,0,67.6,Closed,18.95,79.7,94.2,97,1.32,0
35,148.5,38.79,30.4,8.255067768,36.17,53462,1,LPT 1000,1.01,1.4,0,67.2,Closed,22.52,75.5,93.1,97,2.88,0
36,1423.2,39.58,32.6,9.198543544,36.41,54882,0,0,0,0,0,0,0,0,0,0,0,0,1
37,452.4,66.01,50.8,4.855652884,65.31,70104,1,AT 2150,1.01,1.4,0,69.4,Closed,44.2,80.3,94.4,97,3.21,0
38,2038.9,47.84,37.1,12.55112453,42.26,58110,0,0,0,0,0,0,0,0,0,0,0,0,1
39,1015,48.73,36.7,13.12903111,42.58,57763,1,AT 6000,1.01,1.4,0,75.8,Closed,28.98,85.1,95.3,97,2.69,0
40,660.4,58.42,37.6,5.573694537,57.33,58482,1,AT 3250,1.01,1.4,0,73.9,Closed,32.64,82,94.8,97,3.1,0
41,130.3,66.71,43.3,7.462596575,64.89,63023,1,AT 875,1.01,1.4,0,65.5,Closed,43.11,75,93,97,3.99,0
42,602.7,45.4,41.3,9.862489095,42.13,61343,1,AT 3250,1.01,1.4,0,73.5,Closed,27.84,81.6,94.7,97,2.41,0
43,947.7,66.39,49.2,10.48073904,63.05,68459,1,AT 4150,1.01,1.4,0,72.7,Closed,43.62,84.7,95.2,97,3.07,0
44,1767.9,47.33,55.5,5.278386708,46.56,75119,0,0,0,0,0,0,0,0,0,0,0,0,1
45,435.7,37.95,27.3,8.189458976,35.28,51492,1,LPT 2000,1.01,1.4,0,73.4,Closed,19.86,80.2,94.3,97,2.61,0
46,1779.8,60.38,22,10.02901577,56.13,48496,0,0,0,0,0,0,0,0,0,0,0,0,1
47,2225,69.52,22.5,8.892963329,66.19,48783,0,0,0,0,0,0,0,0,0,0,0,0,1
48,1940.8,34.22,51.7,5.337153702,33.39,70920,0,0,0,0,0,0,0,0,0,0,0,0,1
49,919.7,54.95,31.3,6.008501796,53.58,54056,0,0,0,0,0,0,0,0,0,0,0,0,1
50,1204.9,54.67,21.8,8.750683547,51.42,48369,1,AT 7800,1.01,1.4,0,76,Closed,24.93,85.9,95.5,97,3.83,0
51,1111.6,60.68,24.3,3.690987337,60.12,49793,1,AT 6000,1.01,1.6,0,75.8,Closed,27.11,85.5,95.4,97,3.77,0
52,446.4,29.69,38.3,9.449989386,26.57,58944,1,LPT 2000,1.01,1.4,0,73.7,Closed,18.24,80.3,94.4,97,1.7,0
53,1949.6,33.21,23.3,4.385526252,32.41,49160,0,0,0,0,0,0,0,0,0,0,0,0,1
54,1007.5,35.37,26.3,9.505054491,31.72,50869,1,AT 7800,1.01,1.4,0,75.6,Closed,18.47,85,95.3,97,2.35,0
55,1288.4,44.95,42.7,13.79964337,38.66,62471,1,AT 7800,1.01,1.4,0,76.7,Closed,28.57,86.2,95.6,97,2.24,0
56,1655.3,32.46,56.6,6.237918079,31.39,76385,0,0,0,0,0,0,0,0,0,0,0,0,1
57,1236.8,36.87,45,10.73130712,33.17,64409,1,AT 7800,1.01,1.4,0,75.9,Closed,23.61,86,95.5,97,1.75,0
58,1279.2,42.3,21.5,9.518073503,38.45,48181,0,0,0,0,0,0,0,0,0,0,0,0,1
59,1504.8,65.97,55.6,3.919264468,65.54,75307,0,0,0,0,0,0,0,0,0,0,0,0,1
60,405.4,48.43,34.4,5.483655363,47.33,56167,1,AT 2150,1.01,1.4,0,72.5,Closed,26.6,79.9,94.3,97,2.83,0
61,815,32.18,26.2,8.18008152,29.48,50812,1,AT 7800,1.01,1.4,0,74.6,Closed,16.72,83.9,95,97,2.15,0
62,930.7,28.34,27.8,15.45568307,18.88,51802,0,0,0,0,0,0,0,0,0,0,0,0,1
63,2167.5,58.02,35.5,4.16720173,57.39,56989,0,0,0,0,0,0,0,0,0,0,0,0,1
64,1613.9,57,49.1,4.184590398,56.46,68296,1,AT 7800,1.01,1.4,0,76,Closed,35.7,87.2,95.8,97,2.42,0
65,1775.5,38.63,22.8,11.17353474,33.4,48877,0,0,0,0,0,0,0,0,0,0,0,0,1
66,1232.6,35.15,42.8,12.93143445,29.63,62502,1,AT 7800,1.01,1.4,0,76.4,Closed,22.81,86,95.5,97,1.78,0
67,1730.8,32.13,24.6,11.70448735,26.5,49855,0,0,0,0,0,0,0,0,0,0,0,0,1
68,767.1,55.78,28.2,3.880070187,55.19,52117,1,AT 4150,1.01,1.4,0,74.5,Closed,27.02,82.6,95,97,3.37,0
69,2042.7,31.84,43.9,10.32719855,28.37,63498,0,0,0,0,0,0,0,0,0,0,0,0,1
70,692.5,28.94,42.8,7.710097691,26.98,62546,1,AT 6000,1.01,1.4,0,73.4,Closed,18.21,82.2,94.9,97,1.48,0
71,393.5,29.46,59,3.59607965,29.12,79417,1,LPT 2000,1.01,1.4,0,64.1,Closed,22.18,79.7,94.2,97,1.37,0
72,174.9,67.55,46.8,10.07642343,64.37,66163,1,AT 875,1.01,1.4,0,66.2,Closed,45.38,76.2,93.3,97,3.82,0
73,1161.2,41.37,28.8,11.66462751,36.04,52427,1,AT 7800,1.01,1.4,0,76.5,Closed,22.51,85.7,95.4,97,2.61,0
74,1258.6,65.41,41.8,6.414358497,64.03,61826,1,AT 6000,1.01,1.4,0,76.4,Closed,37.57,86.1,95.5,97,3.05,0
75,1352.9,27.39,29.5,13.29630317,20.52,52856,0,0,0,0,0,0,0,0,0,0,0,0,1
76,1856.3,33.59,21,5.846197762,32.13,47884,0,0,0,0,0,0,0,0,0,0,0,0,1
77,1269.1,64.27,20.8,4.529448226,63.39,47816,1,AT 7800,1.01,1.4,0,75.8,Closed,27.05,86.1,95.5,97,4.36,0
78,521.5,35.3,41.2,14.16720704,28.53,61184,1,LPT 2000,1.01,1.4,0,80.2,Closed,22.5,81,94.5,97,1.95,0
79,305.9,42.11,25.6,12.32767236,35.93,50493,0,0,0,0,0,0,0,0,0,0,0,0,1
80,566.5,65.14,58,10.11530279,62.38,78186,1,AT 3250,1.01,1.4,0,66.2,Closed,48.18,81.3,94.6,97,3.03,0
81,805.8,50.43,23.8,13.88948166,42.42,49445,1,AT 6000,1.01,1.4,0,74.3,Closed,27.2,83.9,95,97,3.95,0
82,615.2,68.85,44.9,6.32307446,67.57,64412,1,AT 3250,1.01,1.4,0,72.4,Closed,42.45,81.7,94.7,97,3.42,0
83,1747,55.63,25.3,11.6115745,50.14,50357,0,0,0,0,0,0,0,0,0,0,0,0,1
84,2258.6,38.75,30.1,13.82646735,31.38,53260,0,0,0,0,0,0,0,0,0,0,0,0,1
85,1990.6,47.73,59.9,13.36111304,43.05,80663,0,0,0,0,0,0,0,0,0,0,0,0,1
86,558.6,42.78,26.6,13.21932794,35.76,51090,1,AT 4150,1.01,1.4,0,73.2,Closed,24.31,81.3,94.6,97,3.26,0
87,850,68.75,23.3,4.370091675,67.95,49208,0,0,0,0,0,0,0,0,0,0,0,0,1
88,1872.9,41.08,50.1,11.49621802,37.11,69268,0,0,0,0,0,0,0,0,0,0,0,0,1
89,1271.5,58.33,20.3,4.044886914,57.63,47569,1,AT 7800,1.01,1.5,0,76,Closed,24.32,86.1,95.5,97,4,0
90,1328.5,40.1,26.9,12.08736859,34.25,51254,0,0,0,0,0,0,0,0,0,0,0,0,1
91,1697.1,51.73,33.8,9.902559799,48.11,55733,0,0,0,0,0,0,0,0,0,0,0,0,1
92,837.9,56.81,27.7,3.500245716,56.32,51763,0,0,0,0,0,0,0,0,0,0,0,0,1
93,590.7,28.48,31.5,12.48839693,22.56,54125,0,0,0,0,0,0,0,0,0,0,0,0,1
94,1294.4,55.33,50.1,10.05012196,52.3,69284,1,AT 6000,1.01,1.4,0,74.3,Closed,36.47,86.2,95.6,97,2.46,0
95,1882.2,31.39,26.7,7.387991103,29.2,51152,0,0,0,0,0,0,0,0,0,0,0,0,1
96,1169.6,50.9,26.1,5.518899912,49.67,50835,1,AT 7800,1.01,1.4,0,76.4,Closed,23.65,85.7,95.4,97,3.04,0
97,1262.7,53.96,45.7,5.377096581,53.04,65090,1,AT 6000,1.01,1.4,0,75.8,Closed,32.71,86.1,95.5,97,2.42,0
98,304.8,47.36,46.3,10.59695446,43.82,65687,1,AT 1500,1.01,1.4,0,68.5,Closed,31.75,78.6,93.9,97,2.57,0
99,2050.9,32.79,50.9,3.971701138,32.32,70062,0,0,0,0,0,0,0,0,0,0,0,0,1
100,1184.2,41.35,38,6.162527943,40.02,58781,1,AT 7800,1.01,1.4,0,76.6,Closed,23.01,85.8,95.5,97,2.02,0
101,969.8,36.2,30.6,14.52378556,28.11,53551,1,AT 7800,1.01,1.4,0,75.6,Closed,22.2,84.8,95.2,97,2.45,0
102,1465.5,65.63,32,15.09803035,57.03,54542,1,AT 7800,1.01,1.7,0,77.8,Closed,36.34,86.8,95.7,97,3.81,0
103,683.2,28.44,26.4,11.52424114,23.1,50950,1,AT 6000,1.01,1.4,0,73.1,Closed,16.77,82.1,94.8,97,2.2,0
104,41.8,48.85,36.8,14.41668462,41.45,57892,1,AT 250,1.01,1.4,0,61.9,Closed,33.19,69.8,91.7,97,3.91,0
105,820.7,65.06,40.5,6.911941138,63.44,60772,1,AT 4150,1.01,1.4,0,74.5,Closed,37.56,84,95.1,97,3.24,0
106,1098.3,61.86,52,15.41329498,54.9,71282,1,AT 6000,1.01,1.4,0,72.5,Closed,43.25,85.4,95.4,97,2.85,0
107,1227,38.33,56.1,15.24358961,31.9,75822,1,AT 7800,1.01,1.4,0,70.9,Closed,28.83,86,95.5,97,1.73,0
108,717.9,66.95,56.6,7.928295179,65.23,76550,0,0,0,0,0,0,0,0,0,0,0,0,1
109,1933.9,48.05,40.4,10.03966148,44.62,60624,0,0,0,0,0,0,0,0,0,0,0,0,1
110,1469.2,36.93,53,7.328638659,35.38,72316,1,AT 7800,1.01,1.4,0,73.6,Closed,25.17,86.8,95.7,97,1.57,0
111,2059.1,31.9,57.6,14.80140153,25.96,77578,0,0,0,0,0,0,0,0,0,0,0,0,1
112,505,66.5,44.6,12.28242584,61.63,64182,1,AT 2150,1.01,1.4,0,72.1,Closed,42.45,80.8,94.5,97,3.48,0
113,1430.2,40.46,44.4,10.71063514,36.75,63957,1,AT 7800,1.01,1.4,0,76.9,Closed,25.34,86.7,95.7,97,1.89,0
114,19.1,53.36,56.1,14.30250437,47.7,75839,1,AT 95,1.01,1.4,0,33.7,Closed,46.52,65.4,90.8,97,3.91,0
115,279.1,49.62,56.4,13.0587387,44.92,76217,1,AT 1500,1.01,1.4,0,63.6,Closed,37.56,78.3,93.8,97,2.53,0
116,1051.8,65.8,24.9,14.50302002,57.19,50127,1,AT 6000,1.01,1.6,0,75.7,Closed,34.21,85.2,95.3,97,4.7,0
117,423.5,41.53,41.2,11.24007258,37.27,61253,1,AT 3250,1.01,1.4,0,72.5,Closed,26.25,80.1,94.3,97,2.32,0
118,1073.8,29.72,39.5,14.39631185,22.58,59841,1,AT 7800,1.01,1.4,0,75.1,Closed,20.09,85.3,95.4,97,1.7,0
119,1816.1,55.58,44.3,3.720034307,55.13,63899,1,AT 7800,1.01,1.5,0,78.4,Closed,32.16,87.7,95.9,97,2.39,0
120,808.4,67.22,25,7.348559438,65.01,50189,1,AT 4150,1.01,2,0,74.2,Closed,32.17,83.9,95,97,4.48,0
121,1057.7,36.64,31.8,3.644056011,36.14,54360,1,AT 7800,1.01,1.4,0,76,Closed,18.63,85.3,95.3,97,1.95,0
122,151.1,44.87,27.4,5.068499342,43.84,51603,1,AT 1100,1.01,1.4,0,67.2,Closed,24.15,75.6,93.1,97,3.43,0
123,1642.4,31.72,52.5,3.847713413,31.29,71760,0,0,0,0,0,0,0,0,0,0,0,0,1
124,846.7,27.85,42.6,3.615674822,27.42,62328,1,AT 6000,1.01,1.4,0,74.6,Closed,16.71,84.1,95.1,97,1.32,0
125,1851.9,28.84,43.2,5.421175391,27.88,62878,0,0,0,0,0,0,0,0,0,0,0,0,1
126,1963.8,53.07,56,11.95873919,49.11,75715,0,0,0,0,0,0,0,0,0,0,0,0,1
127,2030.2,60.83,29.3,14.3069768,52.86,52764,0,0,0,0,0,0,0,0,0,0,0,0,1
128,533.9,55.17,33.4,5.41244506,54.09,55491,1,AT 3250,1.01,1.4,0,73.2,Closed,29.48,81.1,94.6,97,3.18,0
129,1767,44.7,50.4,13.26207424,39.44,69594,0,0,0,0,0,0,0,0,0,0,0,0,1
130,70.5,37.53,40,7.05924083,35.83,60245,0,0,0,0,0,0,0,0,0,0,0,0,1
131,553.8,67.38,36.9,8.623844831,64.73,57976,1,AT 3250,1.01,1.4,0,73.1,Closed,38.17,81.2,94.6,97,3.75,0
132,12.9,68.6,24.9,11.36684107,63.3,50105,1,AT 95,1.01,1.4,0,34.3,Closed,52.67,62.1,90.4,97,10.59,0
133,556.6,51.71,22.4,12.50401424,45.12,48657,1,AT 4150,1.01,1.4,0,72.7,Closed,27.03,81.2,94.6,97,4.33,0
134,1058,53.13,39.7,8.354459229,50.74,60108,1,AT 6000,1.01,1.4,0,76,Closed,30.52,85.3,95.3,97,2.62,0
135,424.9,50.53,24.7,12.65340315,43.95,49947,1,AT 3250,1.01,1.4,0,72.3,Closed,27.37,80.1,94.3,97,4.05,0
136,1754.8,33.49,45.1,10.21887645,30.14,64518,0,0,0,0,0,0,0,0,0,0,0,0,1
137,2263.4,38.12,58.6,5.995334621,37.16,78888,0,0,0,0,0,0,0,0,0,0,0,0,1
138,788.3,62.74,25.1,14.97281786,53.58,50254,0,0,0,0,0,0,0,0,0,0,0,0,1
139,1868,35.21,51.4,9.284521596,32.67,70543,0,0,0,0,0,0,0,0,0,0,0,0,1
140,2068.1,45.09,23.9,8.503041586,42.1,49534,0,0,0,0,0,0,0,0,0,0,0,0,1
141,1295.6,63.9,49,14.40456405,57.58,68243,1,AT 6000,1.01,1.4,0,74.7,Closed,42.51,86.2,95.6,97,2.94,0
142,2218.9,55.09,49.3,11.90328482,50.78,68495,0,0,0,0,0,0,0,0,0,0,0,0,1
143,1871.1,35.54,51.2,8.583221719,33.36,70375,0,0,0,0,0,0,0,0,0,0,0,0,1
144,1095.5,34.98,29.9,6.019853277,33.58,53104,1,AT 7800,1.01,1.4,0,76.2,Closed,17.79,85.4,95.4,97,1.97,0
145,1154.2,63.54,27.6,14.12868395,55.6,51710,1,AT 7800,1.01,1.4,0,76.4,Closed,33.56,85.7,95.4,97,4.13,0
146,51.5,35.19,56.8,5.431711266,34.38,76685,1,AT 350,1.01,1.4,0,61.9,Closed,26.36,70.8,91.9,97,1.96,0
147,47.7,66.64,39.4,4.212816586,66.02,59902,1,AT 250,1.01,1.4,0,62.7,Closed,42.07,70.5,91.9,97,4.61,0
148,618.1,44.03,36.4,7.290595404,42.13,57592,1,AT 3250,1.01,1.4,0,73.7,Closed,24.95,81.7,94.7,97,2.43,0
149,180.3,42.71,22.9,9.474437978,38.95,48959,1,AT 1500,1.01,1.4,0,67.7,Closed,23.11,76.4,93.3,97,3.88,0
150,1532.8,69.77,33.1,4.241563472,69.1,55336,1,AT 7800,1.01,1.5,0,77.5,Closed,34.72,87,95.8,97,3.5,0
151,1602.9,27.6,35.4,10.30673886,23.75,56798,0,0,0,0,0,0,0,0,0,0,0,0,1
152,459.2,59.97,55,11.38374197,56.33,74646,1,AT 2150,1.01,1.4,0,67.5,Closed,43.29,80.4,94.4,97,2.9,0
153,202.4,28.71,23.6,7.864306055,26.13,49289,1,LPT 1000,1.01,1.4,0,67.9,Closed,15.89,76.9,93.5,97,2.51,0
154,1228,47.99,57.8,9.644848315,45.48,77939,0,0,0,0,0,0,0,0,0,0,0,0,1
155,1368,56.09,29,3.795084285,55.53,52604,1,AT 7800,1.01,1.4,0,77.4,Closed,26.33,86.5,95.6,97,3.02,0
156,1364.1,62.46,50.7,14.26086403,56.4,69939,1,AT 6000,1.01,1.4,0,74.3,Closed,42.31,86.5,95.6,97,2.82,0
157,383.2,30.04,41.1,11.58865369,25.51,61136,1,LPT 2000,1.01,1.4,0,70.8,Closed,19.99,79.6,94.2,97,1.76,0
158,1592,57.31,57.4,4.514304063,56.76,77448,1,AT 7800,1.01,1.4,0,71.7,Closed,40.4,87.1,95.8,97,2.35,0
159,1689.3,43,57.3,13.8095411,37.81,77304,0,0,0,0,0,0,0,0,0,0,0,0,1
160,331.2,68.67,41.9,3.554345505,68.25,61886,1,AT 1500,1.01,1.5,0,69.7,Closed,41.65,79,94,97,3.74,0
161,1959.9,35.04,31.6,4.018321404,34.43,54253,0,0,0,0,0,0,0,0,0,0,0,0,1
162,706.7,59.8,49.6,12.92242036,54.75,68835,0,0,0,0,0,0,0,0,0,0,0,0,1
163,177.8,43.47,53.7,9.318568545,40.99,73087,0,0,0,0,0,0,0,0,0,0,0,0,1
164,1033.8,41.95,41.5,13.73233219,35.62,61505,1,AT 6000,1.01,1.4,0,75.7,Closed,26.79,85.2,95.3,97,2.19,0
165,2053.3,46.23,48.8,6.468005527,44.96,68000,0,0,0,0,0,0,0,0,0,0,0,0,1
166,672.2,54.93,56.3,13.69403655,49.75,76099,0,0,0,0,0,0,0,0,0,0,0,0,1
167,2000.2,52.42,57.9,9.73183622,49.86,78023,0,0,0,0,0,0,0,0,0,0,0,0,1
168,1151.6,61.18,24.4,14.88543746,52.05,49821,1,AT 7800,1.01,1.4,0,76.1,Closed,32.02,85.7,95.4,97,4.45,0
169,1179.6,66.11,46.8,15.08442696,58.97,66125,1,AT 6000,1.01,1.4,0,74.9,Closed,43.17,85.8,95.5,97,3.15,0
170,69.8,35.43,30.8,11.60426681,30.27,53672,1,AT 550,1.01,1.4,0,62.8,Closed,22.89,72.2,92.3,97,3.05,0
171,2238.2,40.27,35.8,6.605044141,38.7,57112,0,0,0,0,0,0,0,0,0,0,0,0,1
172,1489.8,64.5,40.8,10.90266571,60.48,61016,1,AT 7800,1.01,1.4,0,77.7,Closed,37.33,86.9,95.7,97,3.07,0
173,680.6,40.85,48.8,14.79610178,34.17,68015,1,AT 4150,1.01,1.4,0,71.7,Closed,28.82,82.1,94.8,97,2.1,0
174,1929.2,39.56,29.4,4.955479062,38.6,52805,0,0,0,0,0,0,0,0,0,0,0,0,1
175,960.9,30.21,41.3,9.180712754,27.37,61272,1,AT 7800,1.01,1.4,0,75.4,Closed,18.72,84.8,95.2,97,1.52,0
176,1371.8,57.49,46.5,12.14722062,52.84,65807,1,AT 6000,1.01,1.4,0,76,Closed,36.57,86.5,95.6,97,2.65,0
177,1914.8,63.45,21.3,15.49158842,53.21,48070,0,0,0,0,0,0,0,0,0,0,0,0,1
178,525,50.67,25.7,14.118585,42.57,50542,0,0,0,0,0,0,0,0,0,0,0,0,1
179,942.9,68.12,58.1,11.74560735,64.41,78408,0,0,0,0,0,0,0,0,0,0,0,0,1
180,1385.5,66.31,40.8,9.462224311,63.27,60949,1,AT 6000,1.01,1.6,0,77.1,Closed,38.15,86.5,95.6,97,3.15,0
181,2072.3,48.49,31.2,9.363307505,45.16,53996,0,0,0,0,0,0,0,0,0,0,0,0,1
182,1864.8,59.6,26.3,5.612338374,58.33,50966,0,0,0,0,0,0,0,0,0,0,0,0,1
183,544.5,39.91,47.3,5.092662377,39.1,66527,1,AT 3250,1.01,1.4,0,71.5,Closed,25.7,81.1,94.6,97,1.95,0
184,249.5,59.13,39.5,10.81001781,55.11,59947,1,AT 1500,1.01,1.4,0,69.3,Closed,36.6,77.8,93.7,97,3.54,0
185,2089.4,64.85,26.7,8.870062499,61.69,51190,0,0,0,0,0,0,0,0,0,0,0,0,1
186,1919.7,61.55,56.2,8.570600038,59.52,75992,1,AT 7800,1.01,1.4,0,73.4,Closed,42.87,88,96,97,2.53,0
187,122.3,32.89,56.3,5.453461917,32.07,76105,1,AT 875,1.01,1.4,0,60.1,Closed,24.84,74.7,92.9,97,1.75,0
188,1744.5,53.46,50.8,4.837420836,52.76,69978,1,AT 7800,1.01,1.4,0,75.8,Closed,34.32,87.5,95.9,97,2.24,0
189,1890,61.44,34.5,5.785170776,60.22,56258,0,0,0,0,0,0,0,0,0,0,0,0,1
190,1469.5,55.91,58.9,11.82146904,52.19,79403,1,AT 7800,1.01,1.4,0,70.3,Closed,41.23,86.8,95.7,97,2.35,0
191,258.8,49.98,28.6,10.37574669,45.75,52303,1,AT 1500,1.01,1.6,0,69.4,Closed,28.1,77.9,93.8,97,3.71,0
192,197.9,65.55,31.4,11.39268426,60.62,54181,1,AT 1100,1.01,1.4,0,68.4,Closed,37.75,76.8,93.5,97,4.67,0
193,1425.6,59.92,26.5,6.423214955,58.26,51060,1,AT 7800,1.01,1.7,0,77.5,Closed,27.71,86.7,95.7,97,3.48,0
194,1020.2,68.96,49.4,8.988314529,66.51,68618,1,AT 4150,1.01,1.4,0,72.8,Closed,44.97,85.1,95.3,97,3.14,0
195,268.3,53.32,33.1,9.167560234,50.19,55241,1,AT 1500,1.01,1.4,0,69.5,Closed,30.62,78.1,93.8,97,3.5,0
196,437.3,54.77,38.6,6.968722918,53.08,59240,1,AT 2150,1.01,1.4,0,72.7,Closed,31.72,80.2,94.3,97,3.01,0
197,1076.2,52.49,28.5,9.99576808,48.56,52289,1,AT 7800,1.01,1.4,0,76.1,Closed,26.84,85.3,95.4,97,3.19,0
198,1317.4,37.65,20.1,10.5383971,32.85,47395,0,0,0,0,0,0,0,0,0,0,0,0,1
199,1202.4,56.72,40.2,7.618301487,54.74,60462,1,AT 6000,1.01,1.4,0,76.7,Closed,32.26,85.9,95.5,97,2.72,0
200,1951.1,50.74,30.5,6.295130345,49.22,53551,0,0,0,0,0,0,0,0,0,0,0,0,1
201,642.7,57.68,54.1,11.89085786,53.66,73595,0,0,0,0,0,0,0,0,0,0,0,0,1
202,1456.9,35.12,39.8,11.4732389,30.61,60147,0,0,0,0,0,0,0,0,0,0,0,0,1
203,1338.5,61.04,59.9,4.344427689,60.54,80674,0,0,0,0,0,0,0,0,0,0,0,0,1
204,908.3,64.81,33,3.950739352,64.22,55245,1,AT 4150,1.01,1.9,0,74.9,Closed,33.52,84.5,95.2,97,3.51,0
205,852.7,63.12,37.3,13.46562611,56.71,58282,1,AT 4150,1.01,1.5,0,74.9,Closed,37.18,84.2,95.1,97,3.47,0
206,783.8,51.58,46.9,9.046617944,49.02,66242,1,AT 4150,1.01,1.4,0,73,Closed,33.12,82.7,95,97,2.5,0
207,195.7,57.13,40.8,5.778469974,56,60943,1,AT 1100,1.01,1.4,0,68.5,Closed,34.99,76.7,93.4,97,3.33,0
208,1280.8,30.92,41.7,4.576578405,30.22,61635,1,AT 7800,1.01,1.4,0,76.9,Closed,18,86.2,95.6,97,1.42,0
209,526.9,47.38,45.9,5.9450177,46.26,65286,1,AT 3250,1.01,1.4,0,71.9,Closed,29.93,81,94.6,97,2.36,0
210,2182.1,62.41,48,13.32556339,56.92,67282,0,0,0,0,0,0,0,0,0,0,0,0,1
211,1838,37.26,40.9,12.34762685,32.1,60982,0,0,0,0,0,0,0,0,0,0,0,0,1
212,215,45.78,49.1,5.025056035,45.01,68282,0,0,0,0,0,0,0,0,0,0,0,0,1
