,Q_f_i [m^3/hr],TDS_f_i [mg/L],Q_c_i [m^3/hr],Q_p_i [m^3/hr],TDS_p_i [mg/L],TDS_c_i [mg/L],P_f_i [psi],P_c_i [psi],c_f_i [ppm],c_c_i [ppm],c_p_i [ppm],rr_i [-],c_fc_i [ppm],pf_i [-],TDS_m_i [mg/L],pi_m_i [psi],pi_p_i [psi],A [m/(s*Pa)],B [m/s],R [-]
126,6.99,37897,6.77,0.22,4755.5,38984,414.6959,400.9959,37044.75451,38078.22785,4761.911976,0.031595564,37597.03635,1.00456063,38604.47693,441.1743933,54.34615346,6.61E-12,3.77E-08,0.871455162
127,7.49,37897,7.27,0.22,4762.954545,38906,414.6959,399.4959,37044.75451,38004.11988,4769.339503,0.029644118,37558.98653,1.004272938,38556.30719,440.6239065,54.43134447,6.67E-12,3.78E-08,0.87125466
128,7.99,37897,7.77,0.22,4776.954545,38837,414.6959,397.9959,37044.75451,37938.55624,4783.295026,0.028666921,37525.15028,1.004113121,38516.71867,440.1714864,54.59133735,6.77E-12,3.80E-08,0.87087794
129,8.49,37897,8.27,0.22,4797,38774,414.6959,396.4959,37044.75451,37878.6884,4803.278434,0.02573238,37494.66308,1.003697867,38472.00512,439.6604972,54.82041807,6.74E-12,3.82E-08,0.8703385
130,8.99,37897,8.77,0.22,4822,38718,414.6959,394.9959,37044.75451,37825.46821,4828.201416,0.023772083,37467.35142,1.003410488,38434.74886,439.2347302,55.10611964,6.76E-12,3.84E-08,0.86966572
131,9.49,37897,9.27,0.21,4803.761905,38668,414.6959,393.3959,37044.75451,37777.94675,4810.003524,0.023772083,37443.18033,1.003439372,38396.66782,438.7995377,54.89769354,6.63E-12,3.70E-08,0.87015696
132,9.99,37897,9.77,0.21,4835.285714,38621,414.6959,391.7959,37044.75451,37733.27362,4841.430724,0.021807842,37420.41069,1.003138309,38364.46876,438.4315648,55.25794962,6.64E-12,3.72E-08,0.869308603
133,10.5,37897,10.3,0.21,4870.619048,38579,414.6959,390.0959,37044.75451,37693.35052,4876.653797,0.020825722,37400.23758,1.003038063,38341.64373,438.170719,55.66174118,6.74E-12,3.75E-08,0.868357778
134,11,37897,10.8,0.21,4909.047619,38540,414.6959,388.3959,37044.75451,37656.27701,4914.95988,0.018857532,37381.35881,1.00273721,38313.17124,437.8453336,56.10090532,6.75E-12,3.78E-08,0.867323729
135,3.99,38950,3.81,0.18,5761.055556,40554,414.6959,408.4959,38045.92535,39568.21451,5764.523247,0.046127195,38841.96664,1.006672414,39968.58946,456.7635572,65.83770567,5.85E-12,3.64E-08,0.848485135
136,4.49,38950,4.31,0.18,5705.666667,40382,414.6959,407.3959,38045.92535,39405.13556,5709.353735,0.041302838,38757.5602,1.00596799,39859.9139,455.5216061,65.20471796,5.78E-12,3.62E-08,0.849935212
137,4.99,38950,4.81,0.18,5668.444444,40241,414.6959,406.1959,38045.92535,39271.4203,5672.273422,0.038397695,38688.41813,1.005537632,39776.05629,454.563276,64.77934006,5.81E-12,3.60E-08,0.850909831
138,5.49,38950,5.31,0.18,5647,40123,414.6959,404.8959,38045.92535,39159.49703,5650.907623,0.033542106,38630.79144,1.004834002,39694.50146,453.6312623,64.53427159,5.72E-12,3.59E-08,0.851471411
139,5.99,38950,5.81,0.18,5637.111111,40023,414.6959,403.5959,38045.92535,39064.63274,5641.051743,0.031593602,38581.93018,1.004521362,39635.00995,452.9513896,64.42126075,5.75E-12,3.59E-08,0.851730463
140,6.49,38950,6.31,0.18,5637.222222,39936,414.6959,402.2959,38045.92535,38982.09031,5641.156937,0.028666921,38539.6981,1.004130864,39579.64991,452.3187316,64.42253053,5.74E-12,3.60E-08,0.851727698
141,6.99,38950,6.8,0.18,5645.388889,39861,414.6959,400.8959,38045.92535,38910.92519,5649.285384,0.026710561,38503.59989,1.003818443,39533.07669,451.7864899,64.51585972,5.77E-12,3.61E-08,0.85151405
142,7.49,38950,7.31,0.18,5660.166667,39794,414.6959,399.4959,38045.92535,38847.34487,5663.99856,0.024752232,38471.33691,1.003545253,39491.64392,451.3129935,64.68474109,5.80E-12,3.62E-08,0.851127328
143,7.99,38950,7.81,0.18,5681.388889,39735,414.6959,397.9959,38045.92535,38791.35143,5685.129828,0.022789963,38442.77438,1.003272063,39453.88582,450.8814916,64.92726998,5.83E-12,3.63E-08,0.850571913
144,8.49,38950,8.31,0.18,5708.055556,39683,414.6959,396.4959,38045.92535,38741.99755,5711.681952,0.021807842,38417.49927,1.003116016,39423.43295,450.5334743,65.23201833,5.87E-12,3.65E-08,0.849874017
145,8.99,38950,8.81,0.18,5738.888889,39635,414.6959,394.8959,38045.92535,38696.43702,5742.382096,0.020824734,38394.85461,1.00295997,39395.58356,450.2152097,65.5843836,5.92E-12,3.67E-08,0.849067093
146,9.49,38950,9.31,0.18,5773.833333,39593,414.6959,393.2959,38045.92535,38656.56911,5777.173778,0.019841627,38374.12505,1.002843017,39371.01175,449.9344015,65.98373091,5.98E-12,3.70E-08,0.848152628
147,3.99,40005,3.84,0.16,6680.9375,41385,414.6959,408.4959,39047.5558,40355.577,6680.383578,0.040334457,39725.16604,1.005791846,40885.88142,467.2464275,76.35017445,5.23E-12,3.67E-08,0.828916729
148,4.49,40005,4.33,0.16,6636.3125,41234,414.6959,407.3959,39047.5558,40212.57233,6635.995674,0.036457024,39651.8134,1.005219887,40791.81895,466.1714756,75.84019714,5.19E-12,3.65E-08,0.830053494
149,4.99,40005,4.83,0.16,6609.9375,41110,414.6959,406.1959,39047.5558,40095.11612,6609.757376,0.032567854,39592.01149,1.004648328,40711.58992,465.2546133,75.53878198,5.16E-12,3.64E-08,0.830725452
150,5.49,40005,5.33,0.16,6597.5,41007,414.6959,404.8959,39047.5558,39997.53666,6597.381027,0.029643136,39542.36302,1.004252874,40647.76151,464.5251782,75.39664545,5.18E-12,3.64E-08,0.831042407
151,5.99,40005,5.83,0.16,6596.375,40920,414.6959,403.5959,39047.5558,39915.10455,6596.256467,0.026710561,39500.36795,1.003813563,40590.19249,463.8672757,75.38378888,5.15E-12,3.65E-08,0.831071207
152,6.49,40005,6.33,0.16,6604.25,40845,414.6959,402.1959,39047.5558,39844.03457,6604.083671,0.024752232,39464.16492,1.003550143,40544.56333,463.3458229,75.47378487,5.17E-12,3.66E-08,0.830870754
153,6.99,40005,6.83,0.16,6619.75,40780,414.6959,400.7959,39047.5558,39782.43474,6619.494292,0.022789963,39433.08431,1.003242804,40502.55336,462.8657303,75.65091985,5.18E-12,3.67E-08,0.830476091
154,7.49,40005,7.33,0.16,6641.5625,40723,414.6959,399.3959,39047.5558,39728.41194,6641.182367,0.021807842,39405.86494,1.00311114,40470.49871,462.4994077,75.90019447,5.24E-12,3.68E-08,0.829920664
155,7.99,40005,7.83,0.16,6669.125,40673,414.6959,397.8959,39047.5558,39681.02008,6668.587295,0.020824734,39381.55017,1.002979476,40441.35141,462.1663106,76.21518046,5.30E-12,3.70E-08,0.829218829
156,8.49,40005,8.33,0.16,6701.875,40627,414.6959,396.3959,39047.5558,39637.41673,6701.14929,0.017871459,39360.05479,1.00254078,40404.82367,461.7488692,76.58944952,5.23E-12,3.72E-08,0.828384923
157,3.99,41061,3.85,0.15,7587,42283,414.6959,408.4959,40048.69652,41205.42454,7581.339943,0.035485711,40638.5611,1.005052762,41859.71654,478.3754766,86.70471376,6.19E-12,3.78E-08,0.810696961
158,4.49,41061,4.35,0.15,7551.6,42148,414.6959,407.2959,40048.69652,41077.72947,7546.172561,0.031593602,40573.89385,1.004490109,41771.28755,477.3649045,86.30016033,6.13E-12,3.77E-08,0.811575077
159,4.99,41061,4.85,0.15,7548.2,42035,414.6959,406.0959,40048.69652,40970.82604,7542.784517,0.028665938,40521.2839,1.004068292,41700.60511,476.5571411,86.26130491,5.83E-12,3.78E-08,0.811659675
160,5.49,41061,5.35,0.15,7623,41930,414.6959,404.8959,40048.69652,40871.47633,7617.052588,0.025731396,40475.00119,1.003646672,41636.53133,475.8249019,87.11612402,4.66E-12,3.82E-08,0.809805231
161,5.99,41061,5.85,0.15,7629.4,41854,414.6959,403.5959,40048.69652,40799.55726,7623.404459,0.023771097,40438.32492,1.00336569,41587.86235,475.2687098,87.18926363,4.67E-12,3.83E-08,0.809646627
162,6.49,41061,6.35,0.14,7594.785714,41789,414.6959,402.1959,40048.69652,40738.04165,7589.018258,0.021807842,40407.01432,1.00310487,41525.50204,474.5560521,86.79368939,4.43E-12,3.62E-08,0.810505237
163,6.99,41061,6.85,0.15,7584.2,41742,414.6959,400.7959,40048.69652,40693.55776,7578.534129,0.019840639,40381.89558,1.002803924,41508.7559,474.3646762,86.67271518,5.96E-12,3.81E-08,0.810767021
164,7.49,41061,7.35,0.14,7642.5,41682,414.6959,399.3959,40048.69652,40636.7657,7636.397178,0.018856543,40356.4815,1.002703678,41460.95703,473.8184278,87.33897125,4.50E-12,3.65E-08,0.809322204
165,3.99,35797,3.58,0.4,2669.225,39584,434.6959,428.8959,35043.79967,38648.02569,2676.6876,0.10259307,37083.77142,1.016523815,38183.78221,436.3666676,30.50407138,7.39E-12,3.95E-08,0.923618796
166,4.49,35797,4.07,0.44,2607.113636,39277,434.6959,427.7959,35043.79967,38356.53737,2614.576302,0.09522293,36916.50947,1.015026277,38044.14876,434.7709277,29.79425881,7.74E-12,4.18E-08,0.925391187
167,4.99,35797,4.55,0.44,2516.204545,39014,434.6959,426.5959,35043.79967,38106.72882,2523.612507,0.088726902,36774.58407,1.013894478,37871.14927,432.7938786,28.75534399,7.48E-12,4.06E-08,0.927986904
168,5.49,35797,5.04,0.44,2443.454545,38786,434.6959,425.3959,35043.79967,37890.09219,2450.806496,0.082200571,36652.02187,1.012813328,37718.75476,431.0523046,27.92395241,7.25E-12,3.97E-08,0.930064476
169,5.99,35797,5.53,0.47,2367.382979,38584,434.6959,424.0959,35043.79967,37698.10339,2374.667314,0.077522619,36544.35794,1.01217166,37576.0933,429.4219605,27.05460176,7.62E-12,4.16E-08,0.932237162
170,6.49,35797,6.02,0.47,2321.617021,38405,434.6959,422.7959,35043.79967,37527.93041,2328.852018,0.07187758,36449.98936,1.011251715,37457.15008,428.0626698,26.53158551,7.46E-12,4.10E-08,0.933544535
171,6.99,35797,6.51,0.47,2285.553191,38243,434.6959,421.3959,35043.79967,37373.88321,2292.745538,0.068098924,36364.50209,1.010634045,37357.54593,426.9243874,26.11944579,7.38E-12,4.05E-08,0.934574859
172,7.49,35797,7.01,0.48,2270.375,38097,434.6959,419.9959,35043.79967,37235.02132,2277.550563,0.064309697,36288.24233,1.009983911,37279.49309,426.0323946,25.94598847,7.48E-12,4.09E-08,0.935008458
173,7.99,35797,7.5,0.49,2270.795918,37964,434.6959,418.4959,35043.79967,37108.49969,2277.96398,0.061456954,36219.14096,1.009432654,37215.9318,425.3060121,25.95079875,7.60E-12,4.14E-08,0.934996661
174,8.49,35797,8,0.49,2245.387755,37851,434.6959,416.9959,35043.79967,37000.98578,2252.523994,0.058601307,36158.27624,1.008999981,37143.59009,424.4792865,25.66043266,7.72E-12,4.10E-08,0.93572261
175,8.99,35797,8.5,0.49,2245.183673,37729,434.6959,415.4959,35043.79967,36884.89014,2252.308691,0.05573505,36097.93401,1.008523975,37070.67599,423.6460195,25.6581004,7.61E-12,4.10E-08,0.935728753
176,9.49,35797,9,0.49,2202.979592,37626,434.6959,413.8959,35043.79967,36786.85987,2210.040807,0.05094957,36044.967,1.007933424,36971.38838,422.5113545,25.1757895,7.54E-12,4.11E-08,0.936934898
177,9.99,35797,9.5,0.49,2191.326531,37537,434.6959,412.2959,35043.79967,36702.14296,2198.369318,0.049990933,35997.75025,1.007803995,36923.92553,421.9689461,25.04261758,7.74E-12,4.09E-08,0.937267952
178,10.5,35797,10,0.49,2204.040816,37440,434.6959,410.6959,35043.79967,36609.79928,2211.085507,0.046144707,35950.48313,1.007228118,36861.3446,421.2537673,25.18791724,7.60E-12,4.11E-08,0.936905087
179,11,35797,10.5,0.48,2195.645833,37357,434.6959,408.9959,35043.79967,36530.77381,2202.664023,0.045177308,35908.01594,1.007055543,36807.50199,420.6384506,25.09197884,7.55E-12,4.03E-08,0.9371454
180,11.5,35797,11,0.49,2208.755102,37285,434.6959,407.2959,35043.79967,36462.21431,2215.789444,0.043247397,35870.13702,1.006724156,36771.45509,420.2265043,25.24179239,7.90E-12,4.12E-08,0.936770856
181,12,35797,11.5,0.48,2216.375,37206,434.6959,405.4959,35043.79967,36386.98152,2223.39466,0.040349097,35831.19898,1.00635085,36715.38639,419.5857476,25.32887307,7.65E-12,4.07E-08,0.936553836
182,12.5,35797,12,0.48,2231.041667,37138,434.6959,403.6959,35043.79967,36322.21765,2238.06499,0.038411385,35796.47714,1.006057423,36674.55845,419.1191634,25.49648466,7.72E-12,4.09E-08,0.936135208
183,13,35797,12.5,0.48,2239.229167,37080,434.6959,401.8959,35043.79967,36266.9731,2246.243168,0.038411385,35767.02994,1.006057423,36648.31184,418.8192155,25.59005192,7.97E-12,4.10E-08,0.935901837
184,13.5,35797,13,0.48,2268.979167,37013,434.6959,400.0959,35043.79967,36203.15066,2276.013767,0.034528115,35733.1165,1.005485277,36599.02789,418.2559954,25.9300368,7.88E-12,4.15E-08,0.935052312
185,14,35797,13.5,0.48,2291.020833,36957,434.6959,398.1959,35043.79967,36149.80202,2298.0609,0.033555837,35704.58035,1.005353429,36569.38102,417.917189,26.18193035,7.99E-12,4.18E-08,0.934423181
186,14.5,35797,14,0.47,2274.255319,36909,434.6959,396.2959,35043.79967,36104.07136,2281.26606,0.032578644,35679.62243,1.005182621,36531.00615,417.4786387,25.990333,8.07E-12,4.12E-08,0.934902434
187,15,35797,14.5,0.46,2304.76087,36853,434.6959,394.3959,35043.79967,36050.71511,2311.773689,0.031603421,35651.2477,1.005035518,36498.29033,417.1047602,26.33895235,7.90E-12,4.09E-08,0.934031877
188,15.5,35797,15,0.45,2311.622222,36805,434.6959,392.3959,35043.79967,36004.97791,2318.611452,0.028680695,35626.83768,1.004772984,36461.64697,416.6859975,26.41736432,7.77E-12,4.04E-08,0.933836756
189,3.99,36848,3.65,0.35,3219.742857,40026,434.6959,428.7959,36045.95096,39067.47886,3227.533367,0.086859527,37720.35467,1.013434114,38883.41378,444.3621012,36.79542412,7.38E-12,4.05E-08,0.910460585
190,4.49,36848,4.14,0.36,3118.472222,39746,434.6959,427.5959,36045.95096,38801.79123,3126.308212,0.079382342,37573.07481,1.012131563,38705.218,442.3256686,35.63809693,7.30E-12,4.04E-08,0.91326881
191,4.99,36848,4.63,0.36,3034.944444,39509,434.6959,426.4959,36045.95096,38576.82645,3042.790033,0.072807409,37447.68834,1.011088564,38549.31059,440.5439488,34.68353622,7.07E-12,3.96E-08,0.915585802
192,5.49,36848,5.12,0.36,2969.916667,39305,434.6959,425.1959,36045.95096,38383.12768,2977.759159,0.068091232,37341.06645,1.01038105,38423.26974,439.1035461,33.94039468,6.98E-12,3.89E-08,0.917389913
193,5.99,36848,5.61,0.36,2919.027778,39126,434.6959,423.9959,36045.95096,38213.12213,2926.861233,0.062397269,37247.98067,1.009417918,38301.32377,437.7099399,33.35883326,6.82E-12,3.84E-08,0.918801942
194,6.49,36848,6.11,0.39,2879.641026,38968,434.6959,422.5959,36045.95096,38063.02686,2887.450957,0.059545461,37166.65967,1.009016421,38208.13849,436.6450127,32.90871897,7.39E-12,4.12E-08,0.919895276
195,6.99,36848,6.61,0.39,2850.897436,38827,434.6959,421.1959,36045.95096,37929.05375,2858.695129,0.054775431,37094.37751,1.008310357,38115.35882,435.5847208,32.58023542,7.30E-12,4.09E-08,0.920693031
196,7.49,36848,7.1,0.39,2829.641026,38701,434.6959,419.7959,36045.95096,37809.31128,2837.425942,0.051899489,37029.5349,1.00782138,38037.20224,434.6915424,32.33731583,7.31E-12,4.06E-08,0.921283088
197,7.99,36848,7.6,0.39,2816.461538,38586,434.6959,418.3959,36045.95096,37700.00452,2824.235123,0.049024514,36971.20588,1.007441942,37969.18342,433.914219,32.18669982,7.30E-12,4.05E-08,0.921649033
198,8.49,36848,8.1,0.39,2808.846154,38482,434.6959,416.7959,36045.95096,37601.13841,2816.608739,0.047098481,36918.49169,1.007116152,37908.31332,433.2185917,32.09967072,7.35E-12,4.04E-08,0.921860607
199,8.99,36848,8.6,0.39,2806.974359,38387,434.6959,415.2959,36045.95096,37510.81574,2814.727342,0.042278043,36870.22467,1.006411418,37838.64641,432.4224339,32.07827973,7.28E-12,4.05E-08,0.921912801
200,9.49,36848,9.1,0.38,2780.684211,38299,434.6959,413.6959,36045.95096,37427.13795,2788.422104,0.041310647,36825.86849,1.006302485,37776.93428,431.7171838,31.77783426,7.18E-12,3.95E-08,0.922642571
201,9.99,36848,9.6,0.39,2769.435897,38233,434.6959,412.0959,36045.95096,37364.37301,2777.150692,0.039373889,36794.46712,1.00597766,37740.95815,431.3060463,31.64928783,7.72E-12,4.03E-08,0.922955266
202,10.5,36848,10.1,0.38,2798.5,38144,434.6959,410.3959,36045.95096,37279.72646,2806.221202,0.037438117,36748.13732,1.005765098,37687.42539,430.6942706,31.98143422,7.31E-12,3.98E-08,0.922148782
203,11,36848,10.6,0.38,2812.578947,38075,434.6959,408.7959,36045.95096,37214.09452,2820.291834,0.035492564,36713.56355,1.005394193,37643.0377,430.1870053,32.14232932,7.33E-12,3.99E-08,0.921758429
204,11.5,36848,11.1,0.38,2807.842105,38023,434.6959,406.9959,36045.95096,37164.62867,2815.520674,0.034522234,36689.08018,1.005283241,37616.8203,429.8873911,32.08819639,7.70E-12,3.98E-08,0.921890792
205,12,36848,11.6,0.38,2851.552632,37951,434.6959,405.2959,36045.95096,37096.13168,2859.246156,0.030625242,36651.51917,1.004690664,37562.35209,429.264925,32.58772304,7.42E-12,4.04E-08,0.920677744
206,12.5,36848,12.1,0.38,2875.394737,37896,434.6959,403.4959,36045.95096,37043.80305,2883.076034,0.030625242,36623.6792,1.004690664,37537.05182,428.9757919,32.86019212,7.59E-12,4.07E-08,0.920016647
207,13,36848,12.6,0.38,2890.842105,37849,434.6959,401.6959,36045.95096,36999.08273,2898.491717,0.029650016,36601.50617,1.004561219,37512.51494,428.6953829,33.03672562,7.83E-12,4.09E-08,0.919588979
208,13.5,36848,13.1,0.38,2931.736842,37795,434.6959,399.7959,36045.95096,36947.69839,2939.387429,0.026715484,36573.1574,1.004079957,37470.12131,428.2109058,33.50407324,7.72E-12,4.15E-08,0.918454435
209,14,36848,13.6,0.37,2974.162162,37749,434.6959,397.8959,36045.95096,36903.92354,2981.785538,0.025738291,36550.101,1.003981648,37448.0869,427.9590952,33.98891247,7.65E-12,4.08E-08,0.917278211
210,14.5,36848,14.1,0.37,2961.621622,37712,434.6959,395.9959,36045.95096,36868.71134,2969.198482,0.025738291,36532.24447,1.004019618,37424.33581,427.6876663,33.84559839,7.93E-12,4.11E-08,0.917627406
211,15,36848,14.6,0.35,2974.514286,37666,434.6959,394.0959,36045.95096,36824.93152,2982.091825,0.023776028,36508.21453,1.003707395,37383.84702,427.2249578,33.99293656,7.45E-12,3.95E-08,0.917269714
212,15.5,36848,15.1,0.34,3002.470588,37628,434.6959,392.0959,36045.95096,36788.7635,3009.997668,0.02181278,36489.1085,1.003465433,37355.78466,426.9042594,34.31242295,7.29E-12,3.88E-08,0.91649554
213,3.99,37899,3.71,0.29,3823.206897,40561,434.6959,428.6959,37046.65744,39574.85064,3830.86161,0.07185652,38420.46257,1.01080092,39577.72835,452.2967718,43.69184916,6.85E-12,3.94E-08,0.896593596
214,4.49,37899,4.2,0.31,3753.064516,40309,434.6959,427.5959,37046.65744,39335.91029,3760.804343,0.066186524,38290.23956,1.009849374,39444.13221,450.7700267,42.89025762,7.09E-12,4.11E-08,0.898484651
215,4.99,37899,4.69,0.31,3678.967742,40099,434.6959,426.3959,37046.65744,39136.73078,3686.784149,0.061443452,38182.26185,1.009142727,39313.48147,449.2769418,42.04347502,6.99E-12,4.05E-08,0.900482678
216,5.49,37899,5.19,0.31,3623.129032,39919,434.6959,425.0959,37046.65744,38965.96018,3630.994489,0.056681126,38090.3051,1.008436575,39199.20067,447.9709336,41.40534673,6.91E-12,4.00E-08,0.901988607
217,5.99,37899,5.68,0.31,3581.580645,39762,434.6959,423.7959,37046.65744,38816.97611,3589.477073,0.050937926,38010.88232,1.007548556,39090.82834,446.7324478,40.93052915,6.78E-12,3.97E-08,0.903109286
218,6.49,37899,6.18,0.31,3552.354839,39625,434.6959,422.4959,37046.65744,38686.94487,3560.269144,0.049977337,37941.77452,1.007389214,39018.12216,445.9015571,40.59653479,6.86E-12,3.94E-08,0.903897696
219,6.99,37899,6.68,0.31,3532.774194,39504,434.6959,421.0959,37046.65744,38572.07957,3540.696793,0.045168552,37880.80768,1.006684288,38934.26051,444.9431808,40.37276594,6.78E-12,3.93E-08,0.904426012
220,7.49,37899,7.18,0.31,3521,39396,434.6959,419.6959,37046.65744,38469.53918,3528.923605,0.041305766,37826.6085,1.006093274,38861.01937,444.1061764,40.23820972,6.75E-12,3.92E-08,0.904743806
221,7.99,37899,7.68,0.31,3516.774194,39298,434.6959,418.1959,37046.65744,38376.4802,3524.692596,0.039369981,37778.07287,1.005797878,38803.86657,443.4530306,40.18991694,6.80E-12,3.92E-08,0.904858013
222,8.49,37899,8.18,0.31,3519.129032,39210,434.6959,416.6959,37046.65744,38292.90644,3527.036701,0.036461918,37734.10717,1.005389255,38747.0543,442.8037764,40.21682818,6.80E-12,3.93E-08,0.904794739
223,8.99,37899,8.68,0.31,3526.290323,39130,434.6959,415.0959,37046.65744,38216.92159,3534.182107,0.034518314,37694.62339,1.005094065,38698.67552,442.2509007,40.29866786,6.84E-12,3.94E-08,0.904601863
224,9.49,37899,9.18,0.31,3538.580645,39058,434.6959,413.5959,37046.65744,38148.52813,3546.451748,0.032571778,37658.51257,1.004799067,38653.48961,441.7345133,40.43912244,6.90E-12,3.95E-08,0.904270669
225,9.99,37899,9.68,0.31,3555.806452,38991,434.6959,411.8959,37046.65744,38084.87818,3563.651791,0.030621314,37625.50828,1.004504005,38611.33594,441.2527786,40.63598004,6.95E-12,3.97E-08,0.903806388
226,10.5,37899,10.2,0.31,3577.032258,38929,434.6959,410.2959,37046.65744,38025.97305,3584.846722,0.029647064,37594.99701,1.004390746,38578.08157,440.8727455,40.87854989,7.05E-12,4.00E-08,0.903234273
227,11,37899,10.7,0.3,3562.1,38873,434.6959,408.5959,37046.65744,37972.76412,3569.918135,0.027692677,37567.08513,1.004139022,38528.97492,440.3115516,40.70790311,6.89E-12,3.90E-08,0.903637241
228,11.5,37899,11.2,0.3,3576.733333,38827,434.6959,406.8959,37046.65744,37929.05375,3584.49259,0.025734351,37547.12579,1.003834338,38500.39365,439.984923,40.87513376,7.09E-12,3.91E-08,0.903243833
