,Q_f_i [m^3/hr],TDS_f_i [mg/L],Q_c_i [m^3/hr],Q_p_i [m^3/hr],TDS_p_i [mg/L],TDS_c_i [mg/L],P_f_i [psi],P_c_i [psi],c_f_i [ppm],c_c_i [ppm],c_p_i [ppm],rr_i [-],c_fc_i [ppm],pf_i [-],TDS_m_i [mg/L],pi_m_i [psi],pi_p_i [psi],A [m/(s*Pa)],B [m/s],R [-]
2352,12.5,51728,12.2,0.24,6107.208333,52601,574.6959,542.8959,50082.19213,50897.05925,6108.887101,0.018857532,50529.27528,1.00274557,52298.61086,597.6718181,69.79356141,2.76E-12,3.94E-08,0.878022769
2353,13,51728,12.7,0.24,6148.208333,52559,574.6959,540.9959,50082.19213,50857.87747,6149.668638,0.018857532,50509.60481,1.00274557,52279.05016,597.4482773,70.26211199,2.79E-12,3.97E-08,0.877208477
2354,13.5,51728,13.3,0.24,6192.416667,52520,574.6959,539.1959,50082.19213,50821.49245,6193.638785,0.016885386,50490.96455,1.002423827,52245.27549,597.0622982,70.76732761,2.78E-12,3.99E-08,0.876330517
2355,3.99,52801,3.79,0.2,7188.2,55244,574.6959,568.4959,51083.60947,53358.37225,7184.610852,0.05093211,52279.4548,1.007412595,54344.38703,621.051077,82.14720225,2.22E-12,3.75E-08,0.85935585
2356,4.49,52801,4.29,0.21,7136.714286,54996,574.6959,567.3959,51083.60947,53127.78258,7133.448644,0.046127195,52158.1394,1.006655656,54230.59672,619.7506742,81.55882026,2.29E-12,3.88E-08,0.860357388
2357,4.99,52801,4.78,0.21,7055.619048,54791,574.6959,566.0959,51083.60947,52937.11773,7052.850197,0.041302838,52058.00697,1.005951243,54092.66449,618.174376,80.63205877,2.28E-12,3.85E-08,0.861935163
2358,5.49,52801,5.28,0.21,6996.428571,54618,574.6959,564.8959,51083.60947,52776.17541,6994.012699,0.038397695,51974.25813,1.0055153,53984.38722,616.9369766,79.95562628,2.29E-12,3.83E-08,0.863086952
2359,5.99,52801,5.78,0.22,6934.136364,54471,574.6959,563.5959,51083.60947,52639.39231,6932.087171,0.035486689,51902.85137,1.005104028,53877.43403,615.7147087,79.24374701,2.41E-12,3.99E-08,0.86429919
2360,6.49,52801,6.28,0.22,6906,54344,574.6959,562.1959,51083.60947,52521.19796,6904.108341,0.033542106,51841.10612,1.004816247,53800.43034,614.8347058,78.92220287,2.42E-12,3.97E-08,0.864846897
2361,6.99,52801,6.78,0.22,6890.545455,54232,574.6959,560.7959,51083.60947,52416.94725,6888.736482,0.03061935,51787.62213,1.004400702,53725.92434,613.9832465,78.74558736,2.42E-12,3.97E-08,0.865147813
2362,7.49,52801,7.28,0.22,6883.818182,54133,574.6959,559.3959,51083.60947,52324.78433,6882.03944,0.028666921,51740.2749,1.004113121,53663.76888,613.27293,78.66870766,2.42E-12,3.97E-08,0.865278912
2363,7.99,52801,7.77,0.22,6885.090909,54046,574.6959,557.8959,51083.60947,52243.78281,6883.294703,0.026710561,51698.37668,1.003825541,53607.23741,612.6268848,78.68325247,2.43E-12,3.98E-08,0.865254339
2364,8.48,52801,8.27,0.22,6894.409091,53967,574.6959,556.2959,51083.60947,52170.22169,6892.548197,0.024752232,51661.00643,1.003538162,53555.40171,612.0345032,78.78974124,2.43E-12,3.98E-08,0.865073195
2365,8.98,52801,8.77,0.22,6909.636364,53896,574.6959,554.7959,51083.60947,52104.10331,6907.674744,0.023772083,51627.32165,1.003410488,53514.8099,611.5706174,78.96375947,2.45E-12,4.00E-08,0.864777082
2366,9.48,52801,9.27,0.22,6930,53832,574.6959,553.1959,51083.60947,52044.49836,6927.905863,0.021807842,51596.77959,1.003123109,53469.97519,611.0582435,79.19647639,2.45E-12,4.01E-08,0.864381042
2367,9.98,52801,9.77,0.21,6899.333333,53774,574.6959,551.4959,51083.60947,51990.47705,6897.409796,0.021807842,51569.37471,1.003138309,53423.752,610.530002,78.84601579,2.40E-12,3.86E-08,0.864978026
2368,10.5,52801,10.3,0.2,6949.95,53721,574.6959,549.7959,51083.60947,51941.10916,6947.707699,0.019841627,51543.92139,1.002874218,53392.66796,610.1747717,79.42446624,2.27E-12,3.69E-08,0.863993407
2369,11,52801,10.8,0.2,6982.8,53672,574.6959,548.0959,51083.60947,51895.46409,6980.345129,0.018857532,51521.01568,1.002733875,53363.35286,609.8397568,79.79987811,2.28E-12,3.71E-08,0.863354504
2370,11.5,52801,11.3,0.2,7019.65,53627,574.6959,546.3959,51083.60947,51853.54257,7016.956001,0.017871459,51499.58675,1.002558323,53333.68905,609.500757,80.22100223,2.28E-12,3.73E-08,0.862637819
2371,12,52801,11.8,0.2,7059.95,53585,574.6959,544.5959,51083.60947,51814.41358,7056.99091,0.016885386,51479.91533,1.002417979,53307.5603,609.2021559,80.68155317,2.29E-12,3.75E-08,0.861854106
2372,3.99,53875,3.81,0.18,8120.555556,56032,574.6959,568.4959,52084.54598,54090.5568,8110.967262,0.045162713,53129.90116,1.006515711,55240.77001,631.2949982,92.80222024,1.95E-12,3.75E-08,0.844273054
2373,4.49,53875,4.31,0.18,8026.5,55807,574.6959,567.2959,52084.54598,53881.57076,8017.622685,0.040334457,53021.26509,1.005811396,55096.54341,629.6467675,91.72734743,1.94E-12,3.72E-08,0.846065228
2374,4.99,53875,4.81,0.18,7958.777778,55622,574.6959,566.0959,52084.54598,53709.69183,7950.400835,0.036457024,52932.01537,1.005224773,54977.91782,628.2911069,90.95341361,1.94E-12,3.69E-08,0.847355858
2375,5.49,53875,5.31,0.18,7911.111111,55467,574.6959,564.7959,52084.54598,53565.65319,7903.079632,0.033542106,52857.81226,1.004834002,54883.97158,627.2174833,90.40867594,1.95E-12,3.68E-08,0.848264404
2376,5.99,53875,5.8,0.18,7879.111111,55335,574.6959,563.4959,52084.54598,53442.96504,7871.306527,0.031593602,52794.56431,1.004521362,54804.89992,626.3138474,90.04297793,1.96E-12,3.67E-08,0.848874433
2377,6.49,53875,6.3,0.18,7860.166667,55222,574.6959,562.1959,52084.54598,53337.91974,7852.492396,0.028666921,52740.67028,1.004130864,54731.82248,625.4787138,89.82647963,1.96E-12,3.66E-08,0.849235656
2378,6.99,53875,6.8,0.18,7853.055556,55123,574.6959,560.7959,52084.54598,53245.87615,7845.425777,0.026710561,52693.36229,1.003818443,54668.98348,624.7605857,89.7452134,1.96E-12,3.67E-08,0.849371332
2379,7.49,53875,7.3,0.18,7853.611111,55036,574.6959,559.2959,52084.54598,53164.97952,7845.969167,0.024752232,52652.11424,1.003545253,54614.32759,624.1359748,89.75156232,1.96E-12,3.67E-08,0.849360899
2380,7.99,53875,7.8,0.18,7861.666667,54958,574.6959,557.7959,52084.54598,53092.44369,7853.957227,0.022789963,52615.38497,1.003272063,54564.20036,623.5631176,89.84362172,1.97E-12,3.68E-08,0.849207532
2381,8.48,53875,8.3,0.18,7877.333333,54889,574.6959,556.2959,52084.54598,53028.27121,7869.500551,0.021807842,52582.62707,1.003116016,54523.57897,623.0988938,90.02266137,1.97E-12,3.68E-08,0.848909107
2382,8.98,53875,8.8,0.18,7897.833333,54827,574.6959,554.6959,52084.54598,52970.60404,7889.840034,0.020824734,52553.40833,1.00295997,54486.58688,622.6761459,90.25693666,1.98E-12,3.70E-08,0.848518598
2383,9.48,53875,9.3,0.18,7924.277778,54771,574.6959,553.0959,52084.54598,52918.51355,7916.079262,0.019841627,52526.76638,1.002843017,54454.18343,622.3058373,90.55914544,1.99E-12,3.71E-08,0.848014817
2384,9.98,53875,9.8,0.18,7954.388889,54720,574.6959,551.3959,52084.54598,52871.07067,7945.955009,0.017871459,52502.79775,1.002570018,54417.11337,621.8821982,90.90325711,1.99E-12,3.72E-08,0.847441216
2385,10.5,53875,10.3,0.18,7989.666667,54674,574.6959,549.7959,52084.54598,52828.27634,7980.956758,0.016885386,52480.98635,1.002414081,54387.74149,621.5465346,91.30641378,1.99E-12,3.74E-08,0.846769198
2386,11,53875,10.8,0.18,8028.5,54631,574.6959,547.9959,52084.54598,52788.27061,8019.483419,0.016885386,52460.88755,1.002414081,54367.30506,621.3129858,91.75020356,2.01E-12,3.76E-08,0.846029503
2387,3.99,54952,3.83,0.16,9105.9375,56869,574.6959,568.3959,53086.8637,54867.44706,9088.546353,0.040334457,54008.56358,1.005791846,56172.33226,641.9409503,104.0632272,1.68E-12,3.67E-08,0.828798582
2388,4.49,54952,4.33,0.16,9023.6875,56665,574.6959,567.2959,53086.8637,54678.1755,9007.038627,0.036457024,53910.99927,1.005219887,56044.25665,640.4772942,103.123269,1.68E-12,3.65E-08,0.830333947
2389,4.99,54952,4.83,0.16,8966.9375,56498,574.6959,566.0959,53086.8637,54523.19519,8950.791848,0.032567854,53831.36461,1.004648328,55934.78227,639.2262141,102.4747264,1.68E-12,3.63E-08,0.831393471
2390,5.49,54952,5.33,0.16,8929,56359,574.6959,564.7959,53086.8637,54394.1739,8913.185439,0.030618369,53765.03443,1.00438463,55853.78022,638.3005175,102.0411743,1.69E-12,3.62E-08,0.832101864
2391,5.99,54952,5.83,0.16,8905.75,56241,574.6959,563.4959,53086.8637,54284.62669,8890.133879,0.027688741,53709.04153,1.00394532,55775.33309,637.4040187,101.7754718,1.69E-12,3.62E-08,0.832536088
2392,6.49,54952,6.33,0.16,8894.75,56139,574.6959,562.0959,53086.8637,54189.91976,8879.223136,0.025731396,53660.64051,1.003681807,55713.06351,636.6923981,101.6497631,1.69E-12,3.62E-08,0.832741614
2393,6.99,54952,6.82,0.16,8894.3125,56051,574.6959,560.6959,53086.8637,54108.2017,8878.781969,0.023771097,53619.06011,1.003374468,55655.83073,636.0383382,101.6447633,1.69E-12,3.62E-08,0.832749924
2394,7.49,54952,7.32,0.16,8902.125,55973,574.6959,559.2959,53086.8637,54035.76195,8886.517347,0.021807842,53582.53523,1.00311114,55605.80999,635.4666981,101.7340451,1.69E-12,3.63E-08,0.832604213
2395,7.99,54952,7.82,0.16,8916.9375,55905,574.6959,557.7959,53086.8637,53972.60333,8901.189419,0.020824734,53550.04934,1.002979476,55566.07673,635.0126239,101.9033233,1.70E-12,3.63E-08,0.832327834
2396,8.48,54952,8.32,0.16,8938.5625,55843,574.6959,556.1959,53086.8637,53915.01265,8922.613554,0.018856543,53521.48377,1.002672352,55522.18031,634.5109728,102.1504551,1.70E-12,3.64E-08,0.831924267
2397,8.98,54952,8.82,0.16,8965.0625,55789,574.6959,554.5959,53086.8637,53864.84923,8948.866358,0.017871459,53495.79625,1.00254078,55489.58393,634.1384593,102.4532988,1.71E-12,3.66E-08,0.831429741
2398,9.48,54952,9.32,0.16,8996.8125,55739,574.6959,552.9959,53086.8637,53818.39846,8980.320559,0.016885386,53472.50135,1.002409208,55459.39216,633.793426,102.8161398,1.71E-12,3.67E-08,0.830837237
2399,9.98,54952,9.82,0.16,9032.6875,55694,574.6959,551.3959,53086.8637,53776.59018,9015.858597,0.015898323,53451.51216,1.002277636,55431.56749,633.4754438,103.2261215,1.72E-12,3.69E-08,0.830167805
2400,5.49,35814,3.87,1.63,894.2030675,50495,594.6959,587.2959,35060.02107,48929.69733,897.7243105,0.297287495,43489.10707,1.066639329,45101.53735,515.4232089,10.21900896,6.15E-12,4.42E-08,0.974394644
2401,5.99,35814,4.26,1.73,833.2786127,50010,594.6959,586.2959,35060.02107,48475.84886,836.6469865,0.290089956,43142.42137,1.063283965,44751.35151,511.421263,9.522760458,6.15E-12,4.42E-08,0.976136723
2402,6.49,35814,4.66,1.83,784.4912568,49558,594.6959,585.1959,35060.02107,48052.61818,787.7271443,0.282919204,42823.68014,1.060265468,44437.18964,507.8310014,8.965215483,6.16E-12,4.44E-08,0.97753204
2403,6.99,35814,5.06,1.92,742.6416667,49135,594.6959,583.9959,35060.02107,47656.31178,745.7560158,0.275692833,42530.78947,1.057339784,44136.76584,504.3977393,8.486955731,6.15E-12,4.44E-08,0.978729162
2404,7.49,35814,5.47,2.03,708.862069,48735,594.6959,582.7959,35060.02107,47281.34911,711.8730366,0.269269542,42259.90105,1.054800349,43882.98232,501.4974853,8.100920362,6.23E-12,4.49E-08,0.97969559
2405,7.99,35814,5.88,2.12,676.2754717,48356,594.6959,581.5959,35060.02107,46925.88798,679.1827098,0.26441325,42006.97985,1.0529011,43639.46559,498.7145608,7.728518676,6.27E-12,4.51E-08,0.980628001
2406,8.48,35814,6.3,2.18,646.0756881,47995,594.6959,580.2959,35060.02107,46587.14218,648.8818868,0.25876008,41771.75462,1.051035959,43389.42784,495.8571137,7.383393647,6.23E-12,4.47E-08,0.981492256
2407,8.98,35814,6.72,2.27,620.80837,47650,594.6959,578.8959,35060.02107,46263.25779,623.5285283,0.25308243,41550.43284,1.049142823,43164.01256,493.2810535,7.094637146,6.29E-12,4.50E-08,0.982215398
2408,9.48,35814,7.15,2.33,598.1356223,47321,594.6959,577.4959,35060.02107,45954.25533,600.7762899,0.247424912,41343.38538,1.047500445,42952.46368,490.8634596,6.835531557,6.28E-12,4.48E-08,0.982864349
2409,9.98,35814,7.58,2.41,579.2145228,47005,594.6959,576.0959,35060.02107,45657.33495,581.7880646,0.241745225,41148.05816,1.045845174,42764.52923,488.7157329,6.61930004,6.32E-12,4.50E-08,0.983405941
2410,10.5,35814,8.01,2.47,560.3975709,46701,594.6959,574.6959,35060.02107,45371.57174,562.9019497,0.236820442,40960.76712,1.044413874,42564.74334,486.4325672,6.404258728,6.34E-12,4.49E-08,0.98394462
2411,11,35814,8.44,2.54,543.3066929,46409,594.6959,573.1959,35060.02107,45096.97931,545.7471444,0.231899261,40785.77398,1.043117481,42374.03725,484.253166,6.208943099,6.39E-12,4.51E-08,0.984433919
2412,11.5,35814,8.88,2.6,529.8469231,46128,594.6959,571.5959,35060.02107,44832.62984,532.2367721,0.226934069,40619.19654,1.041659065,42203.92879,482.3091558,6.055124002,6.41E-12,4.51E-08,0.984819268
2413,12,35814,9.33,2.66,516.1466165,45857,594.6959,570.0959,35060.02107,44577.59361,518.4839096,0.222001077,40461.27602,1.040522338,42035.32056,480.3822903,5.898556036,6.44E-12,4.52E-08,0.985211535
2414,12.5,35814,9.77,2.72,504.4477941,45595,594.6959,568.4959,35060.02107,44330.93918,506.7399216,0.217824871,40308.29053,1.039327997,41878.48695,478.589986,5.764861157,6.48E-12,4.53E-08,0.985546503
2415,13,35814,10.2,2.77,493.6,45343,594.6959,566.7959,35060.02107,44093.61729,495.8496481,0.212833032,40167.27724,1.03814722,41720.53763,476.7849312,5.640891882,6.50E-12,4.53E-08,0.985857121
2416,13.5,35814,10.7,2.81,484.5790036,45099,594.6959,565.1959,35060.02107,43863.75297,486.7931767,0.208663296,40037.07975,1.037141352,41585.50764,475.2418,5.537799367,6.51E-12,4.52E-08,0.986115434
2417,14,35814,11.1,2.86,475.7073427,44863,594.6959,563.3959,35060.02107,43641.35356,477.8862076,0.20447015,39902.08653,1.036165466,41444.35295,473.6286753,5.436413467,6.55E-12,4.53E-08,0.986369483
2418,14.5,35814,11.6,2.9,465.8931034,44636,594.6959,561.6959,35060.02107,43427.36895,468.0325952,0.200271935,39779.82251,1.035319241,41297.62492,471.9518582,5.324255724,6.57E-12,4.53E-08,0.986650533
2419,15,35814,12,2.95,458.6267797,44416,594.6959,559.8959,35060.02107,43219.92068,460.7368866,0.196051983,39656.1361,1.034383514,41167.10146,470.4602278,5.241215718,6.62E-12,4.55E-08,0.986858625
2420,15.5,35814,12.5,2.97,451.8737374,44202,594.6959,558.0959,35060.02107,43018.07119,453.9562348,0.191809244,39541.90114,1.033447949,41035.98312,468.9617992,5.164041525,6.61E-12,4.52E-08,0.987052026
2421,4.99,36865,3.57,1.43,1030.453147,51093,594.6959,588.1959,36062.14893,49488.88708,1034.342751,0.284276393,44310.52772,1.064141972,45944.71521,525.0590986,11.77608345,6.09E-12,4.41E-08,0.971317773
2422,5.49,36865,3.97,1.52,963.8315789,50584,594.6959,587.1959,36062.14893,49012.94924,967.57856,0.276192927,43950.92087,1.060422752,45587.68948,520.9789861,11.01472798,6.03E-12,4.40E-08,0.973169137
2423,5.99,36865,4.38,1.61,899.1167702,50115,594.6959,586.0959,36062.14893,48574.12943,902.7049178,0.268916219,43620.0771,1.057519272,45243.47871,517.0453237,10.27516307,6.03E-12,4.40E-08,0.974968077
2424,6.49,36865,4.79,1.7,850.0047059,49681,594.6959,584.8959,36062.14893,48167.81448,853.4651619,0.263206689,43320.06182,1.055005321,44961.22156,513.8196712,9.713907304,6.06E-12,4.41E-08,0.976333491
2425,6.99,36865,5.2,1.8,805.6183333,49276,594.6959,583.7959,36062.14893,47788.43863,808.9552294,0.256696896,43045.30608,1.052514517,44689.61876,510.7157773,9.206657044,6.12E-12,4.46E-08,0.977567748
2426,7.49,36865,5.62,1.88,764.4031915,48894,594.6959,582.4959,36062.14893,47430.42063,767.6162118,0.250945634,42789.58059,1.050400509,44417.19808,507.6025366,8.735647807,6.15E-12,4.46E-08,0.978714075
2427,7.99,36865,6.04,1.95,730.3928205,48532,594.6959,581.2959,36062.14893,47090.97929,733.5002827,0.245214141,42552.97178,1.048425625,44179.69451,504.8883309,8.346975146,6.15E-12,4.45E-08,0.979660106
2428,8.48,36865,6.46,2.03,702.0729064,48188,594.6959,579.9959,36062.14893,46768.26476,705.0897739,0.239457935,42331.16814,1.046491391,43956.26669,502.3349836,8.023333384,6.19E-12,4.47E-08,0.980447927
2429,8.98,36865,6.89,2.09,674.8133971,47862,594.6959,578.5959,36062.14893,46462.30003,677.7389558,0.233721235,42123.28533,1.044889026,43737.86286,499.839051,7.711809996,6.18E-12,4.45E-08,0.981206362
2430,9.48,36865,7.32,2.17,653.2451613,47550,594.6959,577.1959,36062.14893,46169.35041,656.0983468,0.228770614,41929.03674,1.04332968,43558.71785,497.7917706,7.465326838,6.25E-12,4.48E-08,0.981806455
2431,9.98,36865,7.76,2.22,632.3635135,47249,594.6959,575.7959,36062.14893,45886.6136,635.1433089,0.223782309,41744.68099,1.041877994,43362.50177,495.5494007,7.226690053,6.24E-12,4.46E-08,0.982387536
2432,10.5,36865,8.2,2.3,612.0521739,46963,594.6959,574.2959,36062.14893,45617.86141,614.7593584,0.218796796,41570.49636,1.04058292,43172.95743,493.3832761,6.994570785,6.32E-12,4.51E-08,0.982952781
2433,11,36865,8.64,2.35,595.293617,46688,594.6959,572.7959,36062.14893,45359.34901,597.9397736,0.213767718,41404.73194,1.039180472,42993.47912,491.3321867,6.803052941,6.33E-12,4.50E-08,0.983419186
2434,11.5,36865,9.09,2.4,580.3829167,46423,594.6959,571.1959,36062.14893,45110.14715,582.9740008,0.208780865,41248.22698,1.038077866,42831.25375,489.478265,6.632652519,6.35E-12,4.49E-08,0.983834186
2435,12,36865,9.53,2.43,565.1901235,46167,594.6959,569.5959,36062.14893,44869.32485,567.7247771,0.204563636,41100.50492,1.036995636,42669.5961,487.6308311,6.459028321,6.33E-12,4.46E-08,0.984257045
2436,12.5,36865,9.99,2.49,553.4200803,45921,594.6959,567.9959,36062.14893,44637.83191,555.9104703,0.200351272,40963.38154,1.035957458,42527.36232,486.0053745,6.324519527,6.39E-12,4.49E-08,0.984584655
2437,13,36865,10.4,2.54,542.4559055,45684,594.6959,566.2959,36062.14893,44414.73608,544.9043704,0.196118264,40827.67541,1.034939521,42384.34135,484.3709219,6.199220247,6.43E-12,4.50E-08,0.984889853
2438,13.5,36865,10.9,2.59,532.6482625,45455,594.6959,564.6959,36062.14893,44199.10359,535.0588567,0.191873046,40702.13143,1.033954564,42246.46088,482.7952152,6.087137886,6.47E-12,4.51E-08,0.985162868
2439,14,36865,11.4,2.62,521.4015267,45233,594.6959,562.8959,36062.14893,43989.99925,523.7681598,0.188448417,40577.91505,1.033162774,42100.1471,481.1231321,5.95860948,6.48E-12,4.50E-08,0.985475958
2440,14.5,36865,11.8,2.65,513.3143396,45020,594.6959,561.1959,36062.14893,43789.31356,515.6491681,0.183339543,40461.50876,1.032124784,41969.03302,479.6247522,5.866188597,6.48E-12,4.49E-08,0.985701097
2441,15,36865,12.3,2.69,504.260223,44813,594.6959,559.3959,36062.14893,43594.22599,506.5593021,0.179899841,40349.54059,1.031379798,41839.07586,478.1395936,5.762717583,6.53E-12,4.50E-08,0.985953158
2442,15.5,36865,12.8,2.74,497.8554745,44612,594.6959,557.5959,36062.14893,43404.74121,500.129055,0.174749002,40239.63558,1.030351999,41715.17461,476.7236423,5.689523712,6.59E-12,4.53E-08,0.986131468
2443,4.99,37917,3.67,1.32,1106.112121,51175,594.6959,587.9959,37063.78354,49565.53082,1110.243432,0.26522725,44747.971,1.058357026,46417.94084,530.4671508,12.64071897,5.94E-12,4.35E-08,0.970045059
2444,5.49,37917,4.08,1.41,1026.989362,50683,594.6959,586.9959,37063.78354,49105.54377,1030.946319,0.257814224,44406.04491,1.055335549,46038.99986,526.1365895,11.7364991,5.96E-12,4.37E-08,0.972184536
2445,5.99,37917,4.49,1.51,968.5615894,50233,594.6959,585.8959,37063.78354,48684.56177,972.3842346,0.250452117,44095.99238,1.052413885,45744.49416,522.7709598,11.06878283,6.01E-12,4.43E-08,0.973764572
2446,6.49,37917,4.91,1.58,916.4721519,49817,594.6959,584.6959,37063.78354,48295.16412,920.1620906,0.244653119,43815.04533,1.0500144,45472.29639,519.6602666,10.47350146,5.99E-12,4.40E-08,0.975173552
2447,6.99,37917,5.33,1.65,867.0890909,49429,594.6959,583.4959,37063.78354,47931.78236,870.6402849,0.237255948,43556.41192,1.047773505,45179.30096,516.3118963,9.909148732,5.98E-12,4.40E-08,0.976509676
2448,7.49,37917,5.76,1.74,829.5551724,49064,594.6959,582.2959,37063.78354,47589.77045,832.9998631,0.230652101,43317.78014,1.045638906,44943.63655,513.6187086,9.480208748,6.06E-12,4.45E-08,0.977525234
2449,7.99,37917,6.19,1.81,794.8723757,48720,594.6959,580.9959,37063.78354,47267.28413,798.2132366,0.22562294,43094.95963,1.043817826,44724.74623,511.1172163,9.083851563,6.09E-12,4.45E-08,0.978463795
2450,8.48,37917,6.62,1.86,764.3962366,48394,594.6959,579.5959,37063.78354,46961.53597,767.641108,0.221441338,42887.83712,1.042458097,44520.62683,508.7845269,8.735568326,6.07E-12,4.42E-08,0.979288647
2451,8.98,37917,7.05,1.93,737.3098446,48084,594.6959,578.2959,37063.78354,46670.67081,740.4679771,0.216414544,42693.22741,1.040902012,44327.3213,506.5754191,8.426023332,6.13E-12,4.44E-08,0.980021792
2452,9.48,37917,7.49,2,714.1865,47789,594.6959,576.7959,37063.78354,46393.76825,717.2678833,0.209744524,42510.62708,1.039271523,44129.38549,504.3133962,8.161768295,6.18E-12,4.47E-08,0.980647742
2453,9.98,37917,7.94,2.06,692.0694175,47505,594.6959,575.3959,37063.78354,46127.088,695.0756806,0.206338016,42338.56461,1.038150424,43956.63776,502.3392243,7.909012883,6.23E-12,4.48E-08,0.9812465
2454,10.5,37917,8.38,2.1,669.1704762,47235,594.6959,573.8959,37063.78354,45873.46029,672.0972821,0.200425399,42175.63167,1.036746229,43758.3796,500.0735176,7.64732234,6.21E-12,4.46E-08,0.981866469
2455,11,37917,8.83,2.16,652.7111111,46976,594.6959,572.3959,37063.78354,45630.07965,655.5802797,0.196200534,42024.05401,1.035691621,43610.28748,498.3811115,7.459223679,6.27E-12,4.48E-08,0.982312106
2456,11.5,37917,9.29,2.21,637.6728507,46726,594.6959,570.7959,37063.78354,45395.07638,640.4880325,0.191100511,41877.95259,1.034480556,43452.66816,496.579828,7.287365492,6.30E-12,4.49E-08,0.982719302
2457,12,37917,9.74,2.25,625.3088889,46485,594.6959,569.1959,37063.78354,45168.4589,628.0795584,0.187669779,41740.54754,1.033505791,43322.83417,495.096077,7.146069358,6.32E-12,4.49E-08,0.98305409
2458,12.5,37917,10.2,2.28,608.6464912,46255,594.6959,567.4959,37063.78354,44952.11682,611.3554068,0.182554892,41606.53816,1.032570143,43155.13463,493.1795961,6.955650429,6.32E-12,4.47E-08,0.983505316
2459,13,37917,10.7,2.33,597.8287554,46032,594.6959,565.8959,37063.78354,44742.29549,600.4973802,0.179950542,41483.74326,1.03180308,43031.11831,491.7623297,6.832024662,6.38E-12,4.49E-08,0.983798271
2460,13.5,37917,11.1,2.36,585.3275424,45817,594.6959,564.1959,37063.78354,44539.94204,587.9489026,0.174776013,41363.46759,1.030731507,42875.90643,489.9885586,6.689160013,6.39E-12,4.48E-08,0.984136835
2461,14,37917,11.6,2.39,576.4732218,45610,594.6959,562.3959,37063.78354,44345.06295,579.0609053,0.171330616,41247.3957,1.030025691,42761.41884,488.6801872,6.587972279,6.40E-12,4.48E-08,0.984376638
2462,14.5,37917,12.1,2.42,566.7028926,45409,594.6959,560.5959,37063.78354,44155.78077,569.253285,0.166986845,41137.86893,1.029112067,42629.58703,487.173605,6.476316342,6.42E-12,4.48E-08,0.984641253
2463,15,37917,12.5,2.46,559.7349593,45215,594.6959,558.7959,37063.78354,43973.04212,562.2582129,0.164381272,41032.37537,1.028566869,42524.17291,485.9689258,6.396686362,6.49E-12,4.50E-08,0.984829983
2464,15.5,37917,13,2.48,551.1645161,45028,594.6959,556.9959,37063.78354,43796.85209,553.6545915,0.160010333,40933.29418,1.027671385,42399.41066,484.543135,6.298742797,6.49E-12,4.49E-08,0.985062114
2465,4.99,38971,3.76,1.22,1196.342623,51271,594.6959,587.8959,38065.87707,49655.24953,1200.735712,0.24661683,45186.5955,1.052887256,46882.0066,535.7705236,13.67187883,5.82E-12,4.32E-08,0.968456376
2466,5.49,38971,4.18,1.31,1122.717557,50798,594.6959,586.7959,38065.87707,49213.08786,1126.963527,0.239142801,44864.76149,1.049903863,46560.96904,532.1016862,12.83048694,5.86E-12,4.37E-08,0.97039439
2467,5.99,38971,4.6,1.39,1056.25036,50366,594.6959,585.6959,38065.87707,48809.01144,1060.346855,0.231693823,44574.28518,1.047426219,46258.85292,528.6490841,12.07089562,5.88E-12,4.39E-08,0.972144426
2468,6.49,38971,5.03,1.47,998.9190476,49968,594.6959,584.4959,38065.87707,48436.5328,1002.874912,0.225802983,44311.43905,1.045228758,45983.79769,525.5057357,11.41570978,5.94E-12,4.42E-08,0.973654228
2469,6.99,38971,5.46,1.52,952.2822368,49597,594.6959,583.2959,38065.87707,48089.14587,956.1152823,0.219126374,44068.30056,1.043188882,45732.35313,522.6322114,10.88274137,5.89E-12,4.37E-08,0.974882615
2470,7.49,38971,5.89,1.61,913.1385093,49250,594.6959,581.9959,38065.87707,47764.07668,916.8664082,0.213223609,43844.38315,1.04119641,45512.34298,520.1179215,10.43540439,6.00E-12,4.45E-08,0.975913693
2471,7.99,38971,6.33,1.66,868.9180723,48922,594.6959,580.6959,38065.87707,47456.66896,872.5177195,0.208150604,43635.99216,1.039759852,45276.11396,517.4182814,9.930050446,6.00E-12,4.43E-08,0.977078744
2472,8.48,38971,6.77,1.72,838.922093,48613,594.6959,579.2959,38065.87707,47166.94582,842.4325048,0.202240264,43441.89252,1.038095911,45082.15269,515.2016798,9.587254506,6.02E-12,4.43E-08,0.97786909
2473,8.98,38971,7.22,1.77,811.4694915,48320,594.6959,577.8959,38065.87707,46892.11455,814.8942254,0.197126423,43261.83766,1.036619528,44892.66574,513.036211,9.273524448,6.03E-12,4.43E-08,0.978592527
2474,9.48,38971,7.66,1.83,786.2202186,48040,594.6959,576.4959,38065.87707,46629.37699,789.5641906,0.192054536,43091.63443,1.035472221,44720.87407,511.072965,8.984974167,6.08E-12,4.45E-08,0.979257954
2475,9.98,38971,8.11,1.87,759.6454545,47773,594.6959,574.9959,38065.87707,46378.7467,762.9023914,0.186896697,42930.92939,1.034157811,44527.84769,508.8670474,8.68127609,6.09E-12,4.43E-08,0.979958366
2476,10.5,38971,8.57,1.92,740.7578125,47518,594.6959,573.4959,38065.87707,46139.2974,743.9514108,0.183458646,42779.57913,1.033231579,44381.18494,507.1909762,8.465426927,6.14E-12,4.45E-08,0.980456213
